Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
FORD RD & WOOLRIDGE RD,PDO,PITT MEADOWS,2019,1,49.222541,-122.744868
141 AVE & REICHENBACH RD,PDO,PITT MEADOWS,2019,1,49.258694,-122.711453
ALLEN WAY & LOUGHEED HWY & TURNING LANE,PDO,PITT MEADOWS,2019,7,49.235211,-122.70017
122 AVE & 189A ST,PDO,PITT MEADOWS,2019,1,49.224348,-122.697722
191B ST & MCMYN RD & MALL ACCESS,PDO,PITT MEADOWS,2019,1,49.229655,-122.690804
AIRPORT WAY & HARRIS RD,PDO,PITT MEADOWS,2019,1,49.208104,-122.689762
FRASER WAY & HARRIS RD,PDO,PITT MEADOWS,2019,2,49.20421,-122.689716
FORD RD & HARRIS RD,PDO,PITT MEADOWS,2019,6,49.222414,-122.689588
124 AVE & HARRIS RD,PDO,PITT MEADOWS,2019,2,49.228052,-122.689554
HARRIS RD & OLD DEWDNEY TRUNK RD,PDO,PITT MEADOWS,2019,5,49.244127,-122.689525
HARRIS RD & LOUGHEED HWY & TURNING LANE,PDO,PITT MEADOWS,2019,68,49.231094,-122.689518
HARRIS RD & MCMYN RD,PDO,PITT MEADOWS,2019,9,49.229646,-122.689498
116B AVE & 192A ST,PDO,PITT MEADOWS,2019,1,49.21473,-122.688333
BLAKELY RD & HAMMOND RD,PDO,PITT MEADOWS,2019,1,49.217185,-122.683793
114B AVE & BONSON RD & WILDWOOD CRES S,PDO,PITT MEADOWS,2019,2,49.211432,-122.678312
HALE RD & OLD DEWDNEY TRUNK RD,PDO,PITT MEADOWS,2019,1,49.242293,-122.678221
GREENHAVEN CRT & HAMMOND RD & WILDWOOD CRES N,PDO,PITT MEADOWS,2019,1,49.217218,-122.67507
117A AVE & BONSON RD,Casualty,PITT MEADOWS,2018,1,49.215563,-122.678253
119 AVE & 193 ST,Casualty,PITT MEADOWS,2018,1,49.219036,-122.686753
119 AVE & HARRIS RD,Casualty,PITT MEADOWS,2018,1,49.219034,-122.689587
121B AVE & 189A ST,Casualty,PITT MEADOWS,2018,1,49.22364,-122.697748
189A ST & ADVENT RD,Casualty,PITT MEADOWS,2018,1,49.226102,-122.697487
190 ST & MITCHELL RD,Casualty,PITT MEADOWS,2018,1,49.217141,-122.694947
191B ST & FORD RD & MALL ACCESS,Casualty,PITT MEADOWS,2018,1,49.222423,-122.690806
AIRPORT WAY & BAYNES RD,Casualty,PITT MEADOWS,2018,1,49.209863,-122.700708
AIRPORT WAY & BONSON RD,Casualty,PITT MEADOWS,2018,1,49.208393,-122.678328
AIRPORT WAY & SOUTHGATE RD,Casualty,PITT MEADOWS,2018,1,49.208403,-122.673098
ALBERTAN ST & HAMMOND RD,Casualty,PITT MEADOWS,2018,1,49.21723,-122.671532
BONSON RD & HAMMOND RD,Casualty,PITT MEADOWS,2018,1,49.217206,-122.67826
GOLDEN EARS WAY & TURNING LANE,Casualty,PITT MEADOWS,2018,1,49.223143,-122.669111
HALE RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2018,1,49.242293,-122.678221
HARRIS RD & RICHARDSON RD,Casualty,PITT MEADOWS,2018,1,49.278501,-122.689336
OLD DEWDNEY TRUNK RD & REICHENBACH RD,Casualty,PITT MEADOWS,2018,1,49.244284,-122.71168
RIVER RD & WALTER FLORENCE RD,Casualty,PITT MEADOWS,2018,1,49.200131,-122.674011
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY & GOLDEN EARS BRIDGE & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2018,2,49.208845,-122.668656
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,PITT MEADOWS,2018,2,49.242284,-122.655845
BAYNES RD & FORD RD,Casualty,PITT MEADOWS,2018,2,49.222473,-122.700745
BLAKELY RD & HAMMOND RD,Casualty,PITT MEADOWS,2018,2,49.217185,-122.683793
GREENHAVEN CRT & HAMMOND RD & WILDWOOD CRES N,Casualty,PITT MEADOWS,2018,2,49.217218,-122.67507
HARRIS RD & MCNEIL RD,Casualty,PITT MEADOWS,2018,2,49.271327,-122.689301
MCKECHNIE RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2018,2,49.242273,-122.66698
122 AVE & 122A AVE & HARRIS RD,Casualty,PITT MEADOWS,2018,4,49.224588,-122.689558
HAMMOND RD & HARRIS RD & MITCHELL RD,Casualty,PITT MEADOWS,2018,4,49.217142,-122.689593
AIRPORT WAY & HARRIS RD,Casualty,PITT MEADOWS,2018,5,49.208104,-122.689762
FORD RD & HARRIS RD,Casualty,PITT MEADOWS,2018,6,49.222414,-122.689588
HARRIS RD & MCMYN RD,Casualty,PITT MEADOWS,2018,6,49.229646,-122.689498
HARRIS RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2018,7,49.244127,-122.689525
124 AVE & HARRIS RD,Casualty,PITT MEADOWS,2018,8,49.228052,-122.689554
ALLEN WAY & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2018,8,49.235211,-122.70017
GOLDEN EARS WAY & LOUGHEED HWY,Casualty,PITT MEADOWS,2018,11,49.222975,-122.669093
LOUGHEED HWY & MEADOW GARDENS WAY & PARK RD & TURNING LANE,Casualty,PITT MEADOWS,2018,16,49.225863,-122.676159
GOLDEN EARS WAY & LOUGHEED HWY & LOUGHEED HWY OFFRAMP & LOUGHEED HWY ONRAMP & MEADOWTOWN CENTER WAY & TURNING LANE,Casualty,PITT MEADOWS,2018,18,49.223463,-122.670028
203 ST & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2018,23,49.23238,-122.656702
KENNEDY RD & LOUGHEED HWY & OLD DEWDNEY TRUNK RD & TURNING LANE,Casualty,PITT MEADOWS,2018,48,49.242992,-122.719547
HARRIS RD & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2018,63,49.231094,-122.689518
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY,Casualty,PITT MEADOWS,2019,1,49.20843,-122.670562
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY & GOLDEN EARS BRIDGE & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2019,1,49.208845,-122.668656
116B AVE & BONSON RD,Casualty,PITT MEADOWS,2019,1,49.214422,-122.678256
119 AVE & 193 ST,Casualty,PITT MEADOWS,2019,1,49.219036,-122.686753
189A ST & FORD RD,Casualty,PITT MEADOWS,2019,1,49.222444,-122.697761
AIRPORT WAY & BAYNES RD,Casualty,PITT MEADOWS,2019,1,49.209863,-122.700708
ALBERTAN ST & HAMMOND RD,Casualty,PITT MEADOWS,2019,1,49.21723,-122.671532
BLAKELY RD & HAMMOND RD,Casualty,PITT MEADOWS,2019,1,49.217185,-122.683793
DAVISON RD & HARRIS RD,Casualty,PITT MEADOWS,2019,1,49.227443,-122.689486
FORD RD & WOOLRIDGE RD,Casualty,PITT MEADOWS,2019,1,49.222541,-122.744868
GREENHAVEN CRT & HAMMOND RD & WILDWOOD CRES N,Casualty,PITT MEADOWS,2019,1,49.217218,-122.67507
HALE RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2019,1,49.242293,-122.678221
MCNEIL RD & NEAVES RD & RANNIE RD & THOMPSON RD,Casualty,PITT MEADOWS,2019,1,49.278665,-122.644189
OLD DEWDNEY TRUNK RD & PRIVATE DRIVEWAY,Casualty,PITT MEADOWS,2019,1,49.244201,-122.701064
OLD DEWDNEY TRUNK RD & REICHENBACH RD,Casualty,PITT MEADOWS,2019,1,49.244284,-122.71168
122 AVE & 122A AVE & HARRIS RD,Casualty,PITT MEADOWS,2019,2,49.224588,-122.689558
122 AVE & 190 ST & FORD RD,Casualty,PITT MEADOWS,2019,2,49.224352,-122.694827
191B ST & FORD RD & MALL ACCESS,Casualty,PITT MEADOWS,2019,2,49.222423,-122.690806
AIRPORT WAY & BONSON RD,Casualty,PITT MEADOWS,2019,2,49.208393,-122.678328
FORD RD & HARRIS RD,Casualty,PITT MEADOWS,2019,2,49.222414,-122.689588
124 AVE & HARRIS RD,Casualty,PITT MEADOWS,2019,3,49.228052,-122.689554
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,PITT MEADOWS,2019,3,49.242284,-122.655845
AIRPORT WAY & HARRIS RD,Casualty,PITT MEADOWS,2019,3,49.208104,-122.689762
HAMMOND RD & HARRIS RD & MITCHELL RD,Casualty,PITT MEADOWS,2019,3,49.217142,-122.689593
HARRIS RD & MCMYN RD,Casualty,PITT MEADOWS,2019,4,49.229646,-122.689498
132 AVE & NEAVES RD,Casualty,PITT MEADOWS,2019,5,49.242305,-122.644689
ALLEN WAY & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2019,5,49.235211,-122.70017
HARRIS RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2019,8,49.244127,-122.689525
203 ST & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2019,10,49.23238,-122.656702
GOLDEN EARS WAY & LOUGHEED HWY,Casualty,PITT MEADOWS,2019,11,49.222975,-122.669093
LOUGHEED HWY & MEADOW GARDENS WAY & PARK RD & TURNING LANE,Casualty,PITT MEADOWS,2019,11,49.225863,-122.676159
GOLDEN EARS WAY & LOUGHEED HWY & LOUGHEED HWY OFFRAMP & LOUGHEED HWY ONRAMP & MEADOWTOWN CENTER WAY & TURNING LANE,Casualty,PITT MEADOWS,2019,12,49.223463,-122.670028
KENNEDY RD & LOUGHEED HWY & OLD DEWDNEY TRUNK RD & TURNING LANE,Casualty,PITT MEADOWS,2019,32,49.242992,-122.719547
HARRIS RD & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2019,43,49.231094,-122.689518
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY & GOLDEN EARS BRIDGE & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2020,1,49.208845,-122.668656
114B AVE & BONSON RD & WILDWOOD CRES S,Casualty,PITT MEADOWS,2020,1,49.211432,-122.678312
122 AVE & 122A AVE & HARRIS RD,Casualty,PITT MEADOWS,2020,1,49.224588,-122.689558
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,PITT MEADOWS,2020,1,49.242284,-122.655845
193 ST & FORD RD,Casualty,PITT MEADOWS,2020,1,49.222292,-122.686796
AIRPORT WAY & HARRIS RD,Casualty,PITT MEADOWS,2020,1,49.208104,-122.689762
BLAKELY RD & HAMMOND RD,Casualty,PITT MEADOWS,2020,1,49.217185,-122.683793
DAVISON RD & HARRIS RD,Casualty,PITT MEADOWS,2020,1,49.227443,-122.689486
GREENHAVEN CRT & HAMMOND RD & WILDWOOD CRES N,Casualty,PITT MEADOWS,2020,1,49.217218,-122.67507
HALE RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2020,1,49.242293,-122.678221
HARRIS RD & MCNEIL RD,Casualty,PITT MEADOWS,2020,1,49.271327,-122.689301
AIRPORT WAY & SOUTHGATE RD,Casualty,PITT MEADOWS,2020,2,49.208403,-122.673098
LADNER RD & RANNIE RD,Casualty,PITT MEADOWS,2020,2,49.293249,-122.64447
AIRPORT WAY & BONSON RD,Casualty,PITT MEADOWS,2020,3,49.208393,-122.678328
ALLEN WAY & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2020,3,49.235211,-122.70017
FORD RD & HARRIS RD,Casualty,PITT MEADOWS,2020,5,49.222414,-122.689588
HARRIS RD & MCMYN RD,Casualty,PITT MEADOWS,2020,6,49.229646,-122.689498
HARRIS RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2020,6,49.244127,-122.689525
203 ST & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2020,8,49.23238,-122.656702
GOLDEN EARS WAY & LOUGHEED HWY,Casualty,PITT MEADOWS,2020,13,49.222975,-122.669093
GOLDEN EARS WAY & LOUGHEED HWY & LOUGHEED HWY OFFRAMP & LOUGHEED HWY ONRAMP & MEADOWTOWN CENTER WAY & TURNING LANE,Casualty,PITT MEADOWS,2020,13,49.223463,-122.670028
LOUGHEED HWY & MEADOW GARDENS WAY & PARK RD & TURNING LANE,Casualty,PITT MEADOWS,2020,13,49.225863,-122.676159
KENNEDY RD & LOUGHEED HWY & OLD DEWDNEY TRUNK RD & TURNING LANE,Casualty,PITT MEADOWS,2020,19,49.242992,-122.719547
HARRIS RD & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2020,36,49.231094,-122.689518
115B AVE & BONSON RD,Casualty,PITT MEADOWS,2021,1,49.213076,-122.678246
122B AVE & 189A ST,Casualty,PITT MEADOWS,2021,1,49.225169,-122.697671
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,PITT MEADOWS,2021,1,49.242284,-122.655845
188B ST & FORD RD,Casualty,PITT MEADOWS,2021,1,49.222439,-122.699238
190A ST & FORD RD,Casualty,PITT MEADOWS,2021,1,49.22243,-122.69377
192A ST & DAVISON RD,Casualty,PITT MEADOWS,2021,1,49.227449,-122.688539
ALBERTAN ST & HAMMOND RD,Casualty,PITT MEADOWS,2021,1,49.21723,-122.671532
BAYNES RD & FORD RD,Casualty,PITT MEADOWS,2021,1,49.222473,-122.700745
FERRY SLIP RD & KENNEDY RD,Casualty,PITT MEADOWS,2021,1,49.244382,-122.725982
HARRIS RD & MCNEIL RD,Casualty,PITT MEADOWS,2021,1,49.271327,-122.689301
OLD DEWDNEY TRUNK RD & PRIVATE DRIVEWAY,Casualty,PITT MEADOWS,2021,1,49.244201,-122.701064
119 AVE & HARRIS RD,Casualty,PITT MEADOWS,2021,2,49.219034,-122.689587
191B ST & FORD RD & MALL ACCESS,Casualty,PITT MEADOWS,2021,2,49.222423,-122.690806
BLAKELY RD & HAMMOND RD,Casualty,PITT MEADOWS,2021,2,49.217185,-122.683793
FORD RD & HARRIS RD,Casualty,PITT MEADOWS,2021,2,49.222414,-122.689588
HAMMOND RD & HARRIS RD & MITCHELL RD,Casualty,PITT MEADOWS,2021,2,49.217142,-122.689593
MCNEIL RD & NEAVES RD & RANNIE RD & THOMPSON RD,Casualty,PITT MEADOWS,2021,2,49.278665,-122.644189
AIRPORT WAY & BONSON RD,Casualty,PITT MEADOWS,2021,3,49.208393,-122.678328
AIRPORT WAY & HARRIS RD,Casualty,PITT MEADOWS,2021,3,49.208104,-122.689762
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY,Casualty,PITT MEADOWS,2021,4,49.20843,-122.670562
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY & GOLDEN EARS BRIDGE & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2021,4,49.208845,-122.668656
124 AVE & HARRIS RD,Casualty,PITT MEADOWS,2021,4,49.228052,-122.689554
122 AVE & 122A AVE & HARRIS RD,Casualty,PITT MEADOWS,2021,5,49.224588,-122.689558
HARRIS RD & MCMYN RD,Casualty,PITT MEADOWS,2021,5,49.229646,-122.689498
ALLEN WAY & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2021,6,49.235211,-122.70017
GOLDEN EARS WAY & LOUGHEED HWY & LOUGHEED HWY OFFRAMP & LOUGHEED HWY ONRAMP & MEADOWTOWN CENTER WAY & TURNING LANE,Casualty,PITT MEADOWS,2021,7,49.223463,-122.670028
HARRIS RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2021,7,49.244127,-122.689525
203 ST & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2021,8,49.23238,-122.656702
GOLDEN EARS WAY & LOUGHEED HWY,Casualty,PITT MEADOWS,2021,12,49.222975,-122.669093
LOUGHEED HWY & MEADOW GARDENS WAY & PARK RD & TURNING LANE,Casualty,PITT MEADOWS,2021,13,49.225863,-122.676159
KENNEDY RD & LOUGHEED HWY & OLD DEWDNEY TRUNK RD & TURNING LANE,Casualty,PITT MEADOWS,2021,30,49.242992,-122.719547
HARRIS RD & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2021,35,49.231094,-122.689518
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,Casualty,PITT MEADOWS,2022,1,49.242284,-122.655845
189A ST & FORD RD,Casualty,PITT MEADOWS,2022,1,49.222444,-122.697761
191B ST & FORD RD & MALL ACCESS,Casualty,PITT MEADOWS,2022,1,49.222423,-122.690806
192A ST & DAVISON RD,Casualty,PITT MEADOWS,2022,1,49.227449,-122.688539
AIRPORT WAY & SOUTHGATE RD,Casualty,PITT MEADOWS,2022,1,49.208403,-122.673098
CEDAR LANE & SOMERSET DR,Casualty,PITT MEADOWS,2022,1,49.223232,-122.675597
HAMMOND RD & HARRIS RD & MITCHELL RD,Casualty,PITT MEADOWS,2022,1,49.217142,-122.689593
HARRIS RD & MCMYN RD,Casualty,PITT MEADOWS,2022,1,49.229646,-122.689498
OLD DEWDNEY TRUNK RD & RIPPINGTON RD,Casualty,PITT MEADOWS,2022,1,49.244209,-122.700569
122 AVE & 122A AVE & HARRIS RD,Casualty,PITT MEADOWS,2022,2,49.224588,-122.689558
AIRPORT WAY & BONSON RD,Casualty,PITT MEADOWS,2022,2,49.208393,-122.678328
ALLEN WAY & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2022,2,49.235211,-122.70017
BONSON RD & HAMMOND RD,Casualty,PITT MEADOWS,2022,2,49.217206,-122.67826
DAVISON RD & HARRIS RD,Casualty,PITT MEADOWS,2022,2,49.227443,-122.689486
FERRY SLIP RD & KENNEDY RD,Casualty,PITT MEADOWS,2022,2,49.244382,-122.725982
FORD RD & HARRIS RD,Casualty,PITT MEADOWS,2022,2,49.222414,-122.689588
MCNEIL RD & NEAVES RD & RANNIE RD & THOMPSON RD,Casualty,PITT MEADOWS,2022,2,49.278665,-122.644189
113B AVE & 113B AVE OFFRAMP & 113B AVE ONRAMP & AIRPORT WAY,Casualty,PITT MEADOWS,2022,3,49.20843,-122.670562
AIRPORT WAY & HARRIS RD,Casualty,PITT MEADOWS,2022,3,49.208104,-122.689762
OLD DEWDNEY TRUNK RD & REICHENBACH RD,Casualty,PITT MEADOWS,2022,3,49.244284,-122.71168
HARRIS RD & OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2022,4,49.244127,-122.689525
GOLDEN EARS WAY & LOUGHEED HWY & LOUGHEED HWY OFFRAMP & LOUGHEED HWY ONRAMP & MEADOWTOWN CENTER WAY & TURNING LANE,Casualty,PITT MEADOWS,2022,7,49.223463,-122.670028
203 ST & GOLDEN EARS WAY,Casualty,PITT MEADOWS,2022,10,49.23238,-122.656702
GOLDEN EARS WAY & LOUGHEED HWY,Casualty,PITT MEADOWS,2022,13,49.222975,-122.669093
LOUGHEED HWY & MEADOW GARDENS WAY & PARK RD & TURNING LANE,Casualty,PITT MEADOWS,2022,14,49.225863,-122.676159
KENNEDY RD & LOUGHEED HWY & OLD DEWDNEY TRUNK RD & TURNING LANE,Casualty,PITT MEADOWS,2022,19,49.242992,-122.719547
HARRIS RD & LOUGHEED HWY & TURNING LANE,Casualty,PITT MEADOWS,2022,35,49.231094,-122.689518
PITT RIVER BRIDGE,Casualty,PITT MEADOWS,2018,13,49.249006,-122.732037
PITT RIVER BRIDGE,Casualty,PITT MEADOWS,2019,22,49.249006,-122.732037
PITT RIVER BRIDGE,Casualty,PITT MEADOWS,2020,7,49.249006,-122.732037
PITT RIVER BRIDGE,Casualty,PITT MEADOWS,2021,13,49.249006,-122.732037
PITT RIVER BRIDGE,Casualty,PITT MEADOWS,2022,15,49.249006,-122.732037
MCNEIL RD,Casualty,PITT MEADOWS,2018,1,49.272071,-122.661629
FAIRFIELD AVE,Casualty,PITT MEADOWS,2019,1,49.216535,-122.670763
MCNEIL RD,Casualty,PITT MEADOWS,2019,1,49.271367,-122.682583
OLD DEWDNEY TRUNK RD,Casualty,PITT MEADOWS,2019,1,49.242277,-122.657933
HAMMOND RD,Casualty,PITT MEADOWS,2020,1,49.217175,-122.685475
HARRIS RD,Casualty,PITT MEADOWS,2020,1,49.226554,-122.689496
NEAVES RD,Casualty,PITT MEADOWS,2020,1,49.276815,-122.644156
RANNIE RD,Casualty,PITT MEADOWS,2020,1,49.295038,-122.64449
HAMMOND RD,Casualty,PITT MEADOWS,2021,1,49.217219,-122.675695
GOLDEN EARS WAY,Casualty,PITT MEADOWS,2022,1,49.220883,-122.669749
115A AVE & 196B ST,PDO,PITT MEADOWS,2018,1,49.212247,-122.675944
120B AVE & 193A ST,PDO,PITT MEADOWS,2018,1,49.221677,-122.686126
121B AVE & BLAKELY RD,PDO,PITT MEADOWS,2018,1,49.223632,-122.683762
122A AVE & 192B ST,PDO,PITT MEADOWS,2018,1,49.224577,-122.687995
122A AVE & 193 ST,PDO,PITT MEADOWS,2018,1,49.22457,-122.686823
190A ST & MCMYN RD,PDO,PITT MEADOWS,2018,1,49.229735,-122.69413
194B ST & DAVISON RD,PDO,PITT MEADOWS,2018,1,49.227147,-122.682046
200 ST & MCNEIL RD,PDO,PITT MEADOWS,2018,1,49.271441,-122.666785
AIRPORT WAY & BAYNES RD,PDO,PITT MEADOWS,2018,1,49.209863,-122.700708
AIRPORT WAY & SOUTHGATE RD,PDO,PITT MEADOWS,2018,1,49.208403,-122.673098
ALLEN WAY & WESTFAIR AVE,PDO,PITT MEADOWS,2018,1,49.233465,-122.701763
FAIRFIELD AVE & HERRING PL,PDO,PITT MEADOWS,2018,1,49.216535,-122.670003
FRASER WAY & HARRIS RD,PDO,PITT MEADOWS,2018,1,49.20421,-122.689716
GOLDEN EARS WAY & TURNING LANE,PDO,PITT MEADOWS,2018,1,49.223143,-122.669111
GREENHAVEN CRT & HAMMOND RD & WILDWOOD CRES N,PDO,PITT MEADOWS,2018,1,49.217218,-122.67507
HALE RD & OLD DEWDNEY TRUNK RD,PDO,PITT MEADOWS,2018,1,49.242293,-122.678221
HAMMOND RD & HARRIS RD & MITCHELL RD,PDO,PITT MEADOWS,2018,1,49.217142,-122.689593
HARRIS RD & MCQUARRIE RD,PDO,PITT MEADOWS,2018,1,49.269473,-122.689291
LASSER RD & SUTTON AVE,PDO,PITT MEADOWS,2018,1,49.205993,-122.683954
OLD DEWDNEY TRUNK RD & REICHENBACH RD,PDO,PITT MEADOWS,2018,1,49.244284,-122.71168
OLD DEWDNEY TRUNK RD & RIPPINGTON RD,PDO,PITT MEADOWS,2018,1,49.244209,-122.700569
119 AVE & 193 ST,PDO,PITT MEADOWS,2018,2,49.219036,-122.686753
124 AVE & HARRIS RD,PDO,PITT MEADOWS,2018,2,49.228052,-122.689554
132 AVE & 203 ST & OLD DEWDNEY TRUNK RD & SHARPE RD,PDO,PITT MEADOWS,2018,2,49.242284,-122.655845
132 AVE & NEAVES RD,PDO,PITT MEADOWS,2018,2,49.242305,-122.644689
193 ST & FORD RD,PDO,PITT MEADOWS,2018,2,49.222292,-122.686796
BONSON RD & HAMMOND RD,PDO,PITT MEADOWS,2018,2,49.217206,-122.67826
HARRIS RD & MCNEIL RD,PDO,PITT MEADOWS,2018,2,49.271327,-122.689301
RANNIE RD & STURGEON SLOUGH RD,PDO,PITT MEADOWS,2018,2,49.2947,-122.644495
AIRPORT WAY & HARRIS RD,PDO,PITT MEADOWS,2018,3,49.208104,-122.689762
